80-2008,,2008,,,,,,,,,,2,7,45215000;45000000,,,,St. Elisabeth-Krankenhaus Leipzig,st-elisabeth-krankenhaus-leipzig,,DE,Leipzig,Biedermannstraße 84,04277,Technische.Leiter@ek-leipzig.de,034 13 95 92 50,www.ek-leipzig.de,Herr Bühl,,,,,,360527.33,EUR,360527.33,Including,19,4,Caverion GmbH Gebäudetechnik,caverion-gmbh-gebaudetechnik,,Leipzig,Walter-Köhn-Straße 1c,04356,,,,
81-2008,,2008,,,,,,,,,,1,7,45215100;45110000;45223220;45231300;45261420;45262522;45262300;45410000;45262310;45312310,,,,Stadt Wolfsburg,stadt-wolfsburg,,DE,Wolfsburg,Porschestr. 49,38440,Zentrale.Vergabestelle@Stadt.Wolfsburg.de,(49-5361) 28 24 75,,Herrn Spenner,,,,,,569748.32,EUR,569748.32,Including,19,4,Reitmeier Bau und Wohnungsbau GmbH,reitmeier-bau-und-wohnungsbau-gmbh,,Wolfsburg,Leinering 21,38446,,,,
82-2008,,2008,,,,,,,,,,2,7,45421145,,,,Ville de Pau,ville-de-pau,,FR,Pau,Hôtel de Ville - place Royale,64036,,05 59 27 85 80,,M. le Maire de Pau,,,,,,2255999.12,EUR,2255999.12,Excluding,,4,Société TEXIA,societe-texia,,Pau,"15, rue Richelieu",64000,,05 59 02 77 17,,
83-2008,,2008,,,,,,,,,,2,7,45211100,,,,Opac de Saint-Quentin,opac-de-saint-quentin,,FR,Saint-Quentin,"142, boulevard Gambetta, B.P. 41",02101,marches-publics-opacst-quentin@nordnet.fr,03 23 06 11 11,,M. le Directeur Général,,,,,,2255999.12,EUR,2255999.12,Excluding,,4,S.A.C ( Société anizienne de construction),s-a-c-societe-anizienne-de-construction,,Anizy- le-Château,,02320,,,,
84-2008,,2008,,,,,,,,,,2,7,45234116,,,,"Ministerio de Fomento, Secretaria de Estado de Infraestructura y Planificación, Dirección General de Ferrocarriles",ministerio-de-fomento-secretaria-de-estado-de-infraestructura-y-planificacion-direccion-general-de-ferrocarriles,,ES,Madrid,"Plaza de los Sagrados Corazones, 7",28071,marubio@fomento.es,915 97 99 25,www.fomento.es,,35563030.21,EUR,35563030.21,Including,16,27216300,EUR,27216300.0,Including,16,4,"Sociedad Anonima de Obras y Servicios, Copasa",sociedad-anonima-de-obras-y-servicios-copasa,,,,,,,,
85-2008,,2008,,,,,,,,,,2,7,45234116,,,,"Ministerio de fomento, Secretaria de estado de infraestructura y planificación, Dirección general de ferrocarriles",ministerio-de-fomento-secretaria-de-estado-de-infraestructura-y-planificacion-direccion-general-de-ferrocarriles,,ES,Madrid,"Plaza de los Sagrados Corazones, 7",28071,marubio@fomento.es,915 97 99 25,www.fomento.es,,137191020.27,EUR,137191020.27,Including,16,108243715,EUR,108243715.0,Including,16,4,"Fcc Construccion, Sociedad Anónima y Contratas y Ventas, Sociedad Anónima en UTE",fcc-construccion-sociedad-anonima-y-contratas-y-ventas-sociedad-anonima-en-ute,,,,,,,,
86-2008,,2008,,,,,,,,,,2,7,45234116,,,,"Ministerio de Fomento, Secretaria de Estado de Infraestructura y Planificación, Dirección General de Ferrocarriles",ministerio-de-fomento-secretaria-de-estado-de-infraestructura-y-planificacion-direccion-general-de-ferrocarriles,,ES,Madrid,"Plaza de los Sagrados Corazones, 7",28071,marubio@fomento.es,915 97 99 25,www.fomento.es,,25637213.53,EUR,25637213.53,Including,16,24300000,EUR,24300000.0,Including,16,4,"Construcciones y promociones coprosa, sociedad anónima ; ortiz, construcciones y proyectos, sociedad anónima y emte, sociedad anónima, en Ute.",construcciones-y-promociones-coprosa-sociedad-anonima-ortiz-construcciones-y-proyectos-sociedad-anonima-y-emte-sociedad-anonima-en-ute,,,,,,,,
87-2008,,2008,,,,,,,,,,2,7,45234116,,,,"Ministerio de fomento, Secretaria de estado de infraestructura y planificación, Dirección general de ferrocarriles",ministerio-de-fomento-secretaria-de-estado-de-infraestructura-y-planificacion-direccion-general-de-ferrocarriles,,ES,Madrid,"Plaza de los Sagrados Corazones, 7",28071,marubio@fomento.es,915 97 99 25,www.fomento.es,,17366295.88,EUR,17366295.88,Including,16,16515347.38,EUR,16515347.38,Including,16,4,"Dimetronic, Sociedad Anónima",dimetronic-sociedad-anonima,,,,,,,,
88-2008,,2008,,,,,,,,,,2,7,45234116,,,,"Ministerio de fomento, Secretaria de estado de infraestructura y planificación, Dirección general de ferrocarriles",ministerio-de-fomento-secretaria-de-estado-de-infraestructura-y-planificacion-direccion-general-de-ferrocarriles,,ES,Madrid,"Plaza de los Sagrados Corazones, 7",28071,marubio@fomento.es,915 97 99 25,www.fomento.es,,57243322.04,EUR,57243322.04,Including,16,41415543,EUR,41415543.0,Including,16,4,"Construcciones y promociones coprosa, sociedad anónima ; ortiz, construcciones y proyectos, sociedad anónima y emte, sociedad anónima, en Ute.",construcciones-y-promociones-coprosa-sociedad-anonima-ortiz-construcciones-y-proyectos-sociedad-anonima-y-emte-sociedad-anonima-en-ute,,,,,,,,
89-2008,,2008,,,,,,,,,,2,7,45234116,,,,"Ministerio de fomento, Secretaria de estado de infraestructura y planificación, Dirección general de ferrocarriles",ministerio-de-fomento-secretaria-de-estado-de-infraestructura-y-planificacion-direccion-general-de-ferrocarriles,,ES,Madrid,"Plaza de los Sagrados Corazones, 7",28071,marubio@fomento.es,915 97 99 25,www.fomento.es,,97348526.96,EUR,97348526.96,Including,16,74656585,EUR,74656585.0,Including,16,4,"FCC Consteruccion y Acciona Infraestructuras, Sociedad Anónima , en UTE",fcc-consteruccion-y-acciona-infraestructuras-sociedad-anonima-en-ute,,,,,,,,
90-2008,,2008,,,6193304.69,EUR,6193304.69,Including,19,,,2,7,45233110,,,,Regierungspräsidium Freiburg Referat 47/3,regierungsprasidium-freiburg-referat-47-3,,DE,Bad Säckingen,Rathausplatz 5,79713,frank.bloos@rpf.bwl.de,(49-7761) 55 06 52,,Herrn Frank Bloos,,,,,,,,,,,4,Bickhardt Bau AG,bickhardt-bau-ag,,Kirchheim,Industriestraße 9,36275,,,,
91-2008,,2008,,,,,,,,,,2,7,60123000,,,,Vägverket Produktion,vagverket-produktion,,SE,Solna,Hemvärnsgatan 15,17104,rachel.lundgren@vv.se,(46-739) 78 94 56,http://www.vagverketproduktion.se,Rachel Lundgren,,,,,,,,,,,4,"Uddevalla LBC AB, Swanberg Thage Transport AB, IW Transport, Kungsbacka Lastbilscentral, Göteborgs Lastbilscentral, Trollhätteåkarnas Last AB, Sverige",uddevalla-lbc-ab-swanberg-thage-transport-ab-iw-transport-kungsbacka-lastbilscentral-goteborgs-lastbilscentral-trollhatteakarnas-last-ab-sverige,,,,,,,,
92-2008,,2008,,,,,,,,,,2,7,24000000,,,,Vägverket Produktion,vagverket-produktion,,SE,Solna,Hemvärnsgatan 15,17104,rachel.lundgren@vv.se,(46-739) 78 94 56,http://www.vagverketproduktion.se,Rachel Lundgren,,,,,,,,,,,4,"Norsklalk, SMA Carbonater, Sverige",norsklalk-sma-carbonater-sverige,,,,,,,,
93-2008,,2008,,,5712074.63,EUR,5712074.63,Including,16,,,2,7,45233222,,,,Área de gobierno de obras y espacios públicos del ayuntamiento de Madrid,area-de-gobierno-de-obras-y-espacios-publicos-del-ayuntamiento-de-madrid,,ES,Madrid,"C/ Ribera del Sena, 21 5ª planta. Edificio APOT.",28042,servcontratacion@munimadrid.es,917 21 37 38,www.munimadrid.es,Servicio de contratación,8230655.08,EUR,8230655.08,Including,16,5712074.63,EUR,5712074.63,Including,16,4,"UTE Conservaciones Lira, S.A.- Licuas, S.A.",ute-conservaciones-lira-s-a-licuas-s-a,,Madrid,28016,28016,,,,
94-2008,,2008,,,,,,,,,,2,7,45244100,,,,Conseil Général de la Guadeloupe,conseil-general-de-la-guadeloupe,,FR,Basse Terre,Boulevard du Gouverneur Félix Eboue,97100,jocelyne.berry@cg971.fr,05 90 80 62 45,http://www.cg971.fr,mme Jocelyne Berry,,,,,,13605901,EUR,13605901.0,Including,19,4,T.I.G,t-i-g,,Baie-Mahault - Jarry,"2, rue E. Freyssinet",97122,tig.naval@wanadoo.fr,05 90 26 82 36,,
94-2008,,2008,,,,,,,,,,2,7,45244100,,,,Conseil Général de la Guadeloupe,conseil-general-de-la-guadeloupe,,FR,Basse Terre,Boulevard du Gouverneur Félix Eboue,97100,jocelyne.berry@cg971.fr,05 90 80 62 45,http://www.cg971.fr,mme Jocelyne Berry,,,,,,13605901,EUR,13605901.0,Including,19,4,T.I.G,t-i-g,,Baie-Mahault - Jarry,"2, rue E. Freyssinet",97122,tig.naval@wanadoo.fr,05 90 26 82 36,,
94-2008,,2008,,,,,,,,,,2,7,45244100,,,,Conseil Général de la Guadeloupe,conseil-general-de-la-guadeloupe,,FR,Basse Terre,Boulevard du Gouverneur Félix Eboue,97100,jocelyne.berry@cg971.fr,05 90 80 62 45,http://www.cg971.fr,mme Jocelyne Berry,,,,,,13605901,EUR,13605901.0,Including,19,4,VRL Froid,vrl-froid,,Petit-Bourg,"307, Chemin de Carrère",97170,vrlfroid@wanadoo.fr,05 90 25 07 81,,
95-2008,,2008,,,,,,,,,,2,7,50246000;45310000;50730000,,,,Conseil Général de la Guadeloupe,conseil-general-de-la-guadeloupe,,FR,Basse Terre,boulevard du Gouverneur Félix Eboue,97100,jocelyne.berry@cg971.fr,05 90 80 62 45,http://www.cg971.fr,mme Jocelyne Berry,,,,,,13605901,EUR,13605901.0,Including,19,4,TSA SOGETRAS,tsa-sogetras,,Abymes,Rue Emmanuel Varieux,97139,sogetras.jacky@wanadoo.fr,05 90 82 25 08,,
95-2008,,2008,,,,,,,,,,2,7,50246000;45310000;50730000,,,,Conseil Général de la Guadeloupe,conseil-general-de-la-guadeloupe,,FR,Basse Terre,boulevard du Gouverneur Félix Eboue,97100,jocelyne.berry@cg971.fr,05 90 80 62 45,http://www.cg971.fr,mme Jocelyne Berry,,,,,,13605901,EUR,13605901.0,Including,19,4,T.I.G,t-i-g,,Baie-Mahault - Jarry,"2, rue E. Freyssinet",97122,tig.naval@wanadoo.fr,05 90 26 82 36,,
95-2008,,2008,,,,,,,,,,2,7,50246000;45310000;50730000,,,,Conseil Général de la Guadeloupe,conseil-general-de-la-guadeloupe,,FR,Basse Terre,boulevard du Gouverneur Félix Eboue,97100,jocelyne.berry@cg971.fr,05 90 80 62 45,http://www.cg971.fr,mme Jocelyne Berry,,,,,,13605901,EUR,13605901.0,Including,19,4,VRL FROID,vrl-froid,,Petit-Bourg,"307, Chemin de Carrère",97170,vrlfroid@wanadoo.fr,05 90 25 07 81,,
96-2008,,2008,,,,,,,,,,2,7,45000000,,,,Conseil Général du Finistère,conseil-general-du-finistere,,FR,Quimper,"32, Bld Dupleix",29196,martine.lepesque@cg29.fr,,http://www.cg29.fr,M. le président,,,,,,13605901,EUR,13605901.0,Including,19,4,Groupement MARC SA - SEMEN TP,groupement-marc-sa-semen-tp,,Brest,2rue de Kervézennec - ZI de Kergonan,29228,,,,
97-2008,,2008,,,,,,,,,,1,7,45442110,,,,Ville de Floirac,ville-de-floirac,,FR,Floirac,6 avenue Pasteur BP 110,33270,marchespublics@ville-floirac33.fr,05 57 80 87 00,http://www.ville-floirac33.fr,Service Achats Et Marchés,40000,EUR,40000.0,Excluding,,,,,,,4,L.T.B. Aquitaine,l-t-b-aquitaine,,Mios,ZAC Mios 2000 4rue Galeben,33380,,,,
98-2008,,2008,,,,,,,,,,2,7,45215200,,,,Conseil Général du Nord,conseil-general-du-nord,,FR,Lille Cedex,"Hôtel du Département - 51, rue Gustave Delory",59047,,03 20 63 47 24,http://www.cg59.fr,Direction des Marchés - bureau B 368,,,,,,4609401.77,EUR,4609401.77,Including,19,4,MBC La Tripodie,mbc-la-tripodie,,Roubaix cedex 1,"87, rue de Tourcoing - BP 371",59057,,03 20 28 06 10,,
98-2008,,2008,,,,,,,,,,2,7,45215200,,,,Conseil Général du Nord,conseil-general-du-nord,,FR,Lille Cedex,"Hôtel du Département - 51, rue Gustave Delory",59047,,03 20 63 47 24,http://www.cg59.fr,Direction des Marchés - bureau B 368,,,,,,486205.17,EUR,486205.17,Including,19,4,MBC La Tripodie,mbc-la-tripodie,,Roubaix cedex 1,"87, rue de Tourcoing - BP 371",59057,,,,
98-2008,,2008,,,,,,,,,,2,7,45215200,,,,Conseil Général du Nord,conseil-general-du-nord,,FR,Lille Cedex,"Hôtel du Département - 51, rue Gustave Delory",59047,,03 20 63 47 24,http://www.cg59.fr,Direction des Marchés - bureau B 368,,,,,,291513.35,EUR,291513.35,Including,19,4,S.A.S. S.P.D.E,s-a-s-s-p-d-e,,Fache thumesnil,"21, place Victor Hugo",59155,,,,
98-2008,,2008,,,,,,,,,,2,7,45215200,,,,Conseil Général du Nord,conseil-general-du-nord,,FR,Lille Cedex,"Hôtel du Département - 51, rue Gustave Delory",59047,,03 20 63 47 24,http://www.cg59.fr,Direction des Marchés - bureau B 368,,,,,,423297.89,EUR,423297.89,Including,19,4,MGC,mgc,,Templemars,Z.I. rue du Plouvier - BP 70043,59637,,,,
98-2008,,2008,,,,,,,,,,2,7,45215200,,,,Conseil Général du Nord,conseil-general-du-nord,,FR,Lille Cedex,"Hôtel du Département - 51, rue Gustave Delory",59047,,03 20 63 47 24,http://www.cg59.fr,Direction des Marchés - bureau B 368,,,,,,444128.68,EUR,444128.68,Including,19,4,S.A.S. SATELEC,s-a-s-satelec,,Tourcoing cedex,"59, chaussée Marcelin Berthelot - BP 67",59331,,,,
98-2008,,2008,,,,,,,,,,2,7,45215200,,,,Conseil Général du Nord,conseil-general-du-nord,,FR,Lille Cedex,"Hôtel du Département - 51, rue Gustave Delory",59047,,03 20 63 47 24,http://www.cg59.fr,Direction des Marchés - bureau B 368,,,,,,34349.12,EUR,34349.12,Including,19,4,OTIS,otis,,Marcq en baroeul,Parc Europe - 340/4 avenue de la Marne,59700,,,,
99-2008,,2008,,,,,,,,,,2,7,50232000;45316110,,,,Ville de Meaux,ville-de-meaux,,FR,Meaux,hôtel de ville-place de l'hôtel de ville,77100,,01 60 09 98 31,http://www.ville-meaux.fr,,,,,,,1600000,EUR,1600000.0,Excluding,,4,STPEE,stpee,,Meaux,"ZI Nord, 27 rue alexandre Volta",77100,,,,
100-2008,,2008,,,,,,,,,,2,7,45214400,,,,SAEM Treize Développement agissant au nom et pour le compte du Conseil Général des Bouches du Rhône,saem-treize-developpement-agissant-au-nom-et-pour-le-compte-du-conseil-general-des-bouches-du-rhone,,FR,Marseille,"467, Chemin du Littoral - Bât 110 à 130 - BP 87",13321,marches@13d.fr,04 96 16 75 00,https://marches.cg13.fr,Monsieur le Directeur Général,,,,,,2421947,EUR,2421947.0,Excluding,,4,Cari,cari,,Marseille cedex 16,52 Rue Emmanuel Eydoux - BP 187,13322,,,,
100-2008,,2008,,,,,,,,,,2,7,45214400,,,,SAEM Treize Développement agissant au nom et pour le compte du Conseil Général des Bouches du Rhône,saem-treize-developpement-agissant-au-nom-et-pour-le-compte-du-conseil-general-des-bouches-du-rhone,,FR,Marseille,"467, Chemin du Littoral - Bât 110 à 130 - BP 87",13321,marches@13d.fr,04 96 16 75 00,https://marches.cg13.fr,Monsieur le Directeur Général,,,,,,711055,EUR,711055.0,Excluding,,4,Sas Serrurerie Menuiserie Aluminium Bouisse (SMAB),sas-serrurerie-menuiserie-aluminium-bouisse-smab,,Les Taillades,Route d'Apt - 170 Impasse Bel Air,84300,,,,
100-2008,,2008,,,,,,,,,,2,7,45214400,,,,SAEM Treize Développement agissant au nom et pour le compte du Conseil Général des Bouches du Rhône,saem-treize-developpement-agissant-au-nom-et-pour-le-compte-du-conseil-general-des-bouches-du-rhone,,FR,Marseille,"467, Chemin du Littoral - Bât 110 à 130 - BP 87",13321,marches@13d.fr,04 96 16 75 00,https://marches.cg13.fr,Monsieur le Directeur Général,,,,,,685723.87,EUR,685723.87,Excluding,,4,Sas Massibat,sas-massibat,,Plan d'Aups,Allée des Pérussiés,83640,,,,
100-2008,,2008,,,,,,,,,,2,7,45214400,,,,SAEM Treize Développement agissant au nom et pour le compte du Conseil Général des Bouches du Rhône,saem-treize-developpement-agissant-au-nom-et-pour-le-compte-du-conseil-general-des-bouches-du-rhone,,FR,Marseille,"467, Chemin du Littoral - Bât 110 à 130 - BP 87",13321,marches@13d.fr,04 96 16 75 00,https://marches.cg13.fr,Monsieur le Directeur Général,,,,,,182932.60,EUR,182932.6,Excluding,,4,SPT Maritime & Industriel,spt-maritime-industriel,,Marseille cedex 15,258 Chemin de la Madrague Ville - BP 20,13314,,,,
100-2008,,2008,,,,,,,,,,2,7,45214400,,,,SAEM Treize Développement agissant au nom et pour le compte du Conseil Général des Bouches du Rhône,saem-treize-developpement-agissant-au-nom-et-pour-le-compte-du-conseil-general-des-bouches-du-rhone,,FR,Marseille,"467, Chemin du Littoral - Bât 110 à 130 - BP 87",13321,marches@13d.fr,04 96 16 75 00,https://marches.cg13.fr,Monsieur le Directeur Général,,,,,,400770.06,EUR,400770.06,Excluding,,4,Multitec SA,multitec-sa,,Vitrolles,GVIO La Bastide Blanche - Bât E3 - BP 50520,13813,,,,
100-2008,,2008,,,,,,,,,,2,7,45214400,,,,SAEM Treize Développement agissant au nom et pour le compte du Conseil Général des Bouches du Rhône,saem-treize-developpement-agissant-au-nom-et-pour-le-compte-du-conseil-general-des-bouches-du-rhone,,FR,Marseille,"467, Chemin du Littoral - Bât 110 à 130 - BP 87",13321,marches@13d.fr,04 96 16 75 00,https://marches.cg13.fr,Monsieur le Directeur Général,,,,,,545000,EUR,545000.0,Excluding,,4,Crystal SA,crystal-sa,,Vitrolles,ZI des Estroublans - 14 Boulevard de l'Europe - BP 92164,13847,,,,
100-2008,,2008,,,,,,,,,,2,7,45214400,,,,SAEM Treize Développement agissant au nom et pour le compte du Conseil Général des Bouches du Rhône,saem-treize-developpement-agissant-au-nom-et-pour-le-compte-du-conseil-general-des-bouches-du-rhone,,FR,Marseille,"467, Chemin du Littoral - Bât 110 à 130 - BP 87",13321,marches@13d.fr,04 96 16 75 00,https://marches.cg13.fr,Monsieur le Directeur Général,,,,,,29500,EUR,29500.0,Excluding,,4,Otis,otis,,Marseille,141 Avenue du Prado - Bât B,13008,,,,
101-2008,,2008,,,,,,,,,,1,7,45000000,,,,OPAC de la Haute Savoie,opac-de-la-haute-savoie,,FR,Annecy,"2, rue Marc le Roux bp 554",74000,servicemarches@opac74.fr,,http://www.opac74.fr,M. le directeur général,,,,,,48300,EUR,48300.0,Excluding,,4,ELTS,elts,,Chaponost,,69630,,,,
101-2008,,2008,,,,,,,,,,1,7,45000000,,,,OPAC de la Haute Savoie,opac-de-la-haute-savoie,,FR,Annecy,"2, rue Marc le Roux bp 554",74000,servicemarches@opac74.fr,,http://www.opac74.fr,M. le directeur général,,,,,,139840,EUR,139840.0,Excluding,,4,E2F Soletanche bachy pieux,e2f-soletanche-bachy-pieux,,meyzieu,,69883,,,,
101-2008,,2008,,,,,,,,,,1,7,45000000,,,,OPAC de la Haute Savoie,opac-de-la-haute-savoie,,FR,Annecy,"2, rue Marc le Roux bp 554",74000,servicemarches@opac74.fr,,http://www.opac74.fr,M. le directeur général,,,,,,164433.32,EUR,164433.32,Excluding,,4,grosjean,grosjean,,cusy,,74540,,,,
101-2008,,2008,,,,,,,,,,1,7,45000000,,,,OPAC de la Haute Savoie,opac-de-la-haute-savoie,,FR,Annecy,"2, rue Marc le Roux bp 554",74000,servicemarches@opac74.fr,,http://www.opac74.fr,M. le directeur général,,,,,,2196264.45,EUR,2196264.45,Excluding,,4,allegro,allegro,,annecy le vieux,,74940,,,,
